"txid"	"bin"	"shopperinteraction"	"cardtype"	"amount"	"currencycode"	"txtype"	"issuercountrycode"	"accountriskscore"	"threed"	"acquirer"	"auths"
1544	"497202"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
1545	"497203"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1546	"497203"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1547	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1548	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1549	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
1550	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
1551	"497831"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1552	"497831"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1553	"497355"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1554	"497355"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1555	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1556	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1557	"553979"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1558	"553979"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1559	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1560	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1561	"421634"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"BG"	0	"no 3D secure"	"Adyen Int."	1
1562	"523748"	"Ecommerce"	"PREPAID"	1499	"EUR"	"Authorisation"	"AU"	-50	"3D secure"	"Adyen Int."	1
1563	"523748"	"Ecommerce"	"CREDIT"	1499	"EUR"	"Authorisation"	"AU"	-50	"3D secure"	"Adyen Int."	1
1564	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1565	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1566	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1567	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1568	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1569	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1570	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1571	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1572	"453304"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1573	"453304"	"Ecommerce"	"DEFFERED_DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1574	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1575	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1576	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1577	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1578	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1579	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1580	"513641"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1581	"513641"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1582	"453304"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1583	"453304"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1584	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1585	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1586	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1587	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1588	"497804"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1589	"497804"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1590	"525303"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"GB"	0	"3D secure"	"Adyen Int."	1
1591	"462271"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"IN"	-50	"no 3D secure"	"Adyen Int."	0
1592	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1593	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1594	"513283"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1595	"513283"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1596	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1597	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1598	"553979"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1599	"553979"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1600	"513381"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1601	"513381"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1602	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1603	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1604	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1605	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1606	"497160"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1607	"497160"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1608	"529097"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1609	"497410"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1610	"497410"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1611	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1612	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1613	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1614	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1615	"497831"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1616	"497831"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1617	"456235"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	0
1618	"456235"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	0
1619	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1620	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1621	"513130"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1622	"513130"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1623	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1624	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1625	"529097"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1626	"451461"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"CN"	-50	"no 3D secure"	"Adyen Int."	1
1627	"453903"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"SE"	-50	"no 3D secure"	"Adyen Int."	1
1628	"451461"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"CN"	-50	"no 3D secure"	"Adyen Int."	1
1629	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1630	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1631	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1632	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1633	"513162"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1634	"513162"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1635	"513162"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1636	"513162"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1637	"513770"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1638	"513770"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1639	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1640	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1641	"516834"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"CZ"	-50	"no 3D secure"	"Adyen Int."	1
1642	"516834"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"CZ"	-50	"no 3D secure"	"Adyen Int."	1
1643	"497653"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1644	"497653"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1645	"497044"	"Ecommerce"	NA	999	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1646	"497044"	"Ecommerce"	"DEFFERED_DEBIT"	999	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1647	"465858"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"GB"	0	"no 3D secure"	"Adyen Int."	1
1648	"497160"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1649	"497160"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1650	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1651	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1652	"497402"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1653	"497402"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1654	"525303"	"Ecommerce"	"CREDIT"	1499	"EUR"	"Authorisation"	"GB"	-50	"3D secure"	"Adyen Int."	0
1655	"525303"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"GB"	-50	"3D secure"	"Adyen Int."	0
1656	"525303"	"Ecommerce"	"CREDIT"	1499	"EUR"	"Authorisation"	"GB"	-50	"3D secure"	"Adyen Int."	1
1657	"513141"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1658	"513141"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1659	"513414"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1660	"513414"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1661	"513414"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1662	"513414"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1663	"425125"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"PL"	0	"3D secure"	"Adyen Int."	1
1664	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1665	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1666	"513414"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1667	"513414"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
1668	"497042"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1669	"497042"	"Ecommerce"	"DEFFERED_DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1670	"425125"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"PL"	0	"no 3D secure"	"Adyen Int."	0
1671	"513414"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	0
1672	"513414"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	0
1673	"497030"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1674	"497030"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1675	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1676	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1677	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1678	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1679	"513162"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1680	"513162"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1681	"544434"	"Ecommerce"	"CREDIT"	1999	"EUR"	"Authorisation"	"AU"	0	"3D secure"	"Adyen Int."	1
1682	"513162"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1683	"513162"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1684	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1685	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1686	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1687	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1688	"497641"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1689	"497641"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1690	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1691	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1692	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1693	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1694	"513162"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1695	"513162"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1696	"497410"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1697	"497410"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1698	"497887"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1699	"497887"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1700	"497049"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	0
1701	"497049"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	0
1702	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1703	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1704	"531306"	"Ecommerce"	"PREPAID"	1000	"EUR"	"Authorisation"	"GB"	-50	"no 3D secure"	"Adyen Int."	1
1705	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1706	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1707	"497044"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-10	"3D secure"	"Adyen Domestic"	1
1708	"497044"	"Ecommerce"	"DEFFERED_DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-10	"3D secure"	"Adyen Domestic"	1
1709	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1710	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1711	"497401"	"Ecommerce"	NA	1499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1712	"497401"	"Ecommerce"	"DEBIT"	1499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1713	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1714	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1715	"497164"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1716	"497164"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1717	"456188"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1718	"456188"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1719	"513625"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1720	"513625"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1721	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1722	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1723	"497874"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1724	"497874"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1725	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1726	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1727	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1728	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1729	"513606"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1730	"513606"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1731	"410651"	"Ecommerce"	"DEBIT"	1499	"EUR"	"Authorisation"	"NO"	0	"3D secure"	"Adyen Int."	1
1732	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1733	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
1734	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1735	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1736	"456140"	"Ecommerce"	"CREDIT"	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1737	"456140"	"Ecommerce"	"DEFFERED_DEBIT"	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
1738	"497993"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1739	"497993"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
1740	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1741	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1742	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1743	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
1744	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1745	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
1746	"530446"	"Ecommerce"	"PREPAID"	2499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
